record_id,cat_id,record_date,weight_lbs,health_score,vaccination_current,vet_visit,notes
99,26,2024-01-27,12.4,6,True,False,
100,27,2023-09-27,13.3,7,True,False,
101,27,2023-10-27,14.7,7,True,False,
102,27,2023-11-30,13.6,9,True,False,
103,28,2024-08-01,8.1,6,True,False,
104,28,2024-09-05,7.5,6,True,False,
105,28,2024-10-03,8.2,7,True,False,
106,28,2024-11-06,8.0,6,True,False,
107,28,2024-12-10,7.6,6,True,False,
108,28,2025-01-05,8.5,6,True,False,
109,29,2023-02-17,5.5,6,True,False,
110,29,2023-03-18,6.2,6,True,False,
111,29,2023-04-12,6.2,6,True,False,
112,29,2023-05-15,5.7,5,True,False,
113,29,2023-06-09,6.7,7,True,False,
114,29,2023-07-13,6.6,7,True,False,
115,29,2023-08-14,5.8,7,True,False,
116,29,2023-09-18,6.4,5,True,True,
117,29,2023-10-17,6.4,5,True,True,
118,29,2023-11-12,6.8,7,True,False,
119,29,2023-12-17,6.6,6,True,False,
120,29,2024-02-16,7.2,7,True,False,
121,29,2024-03-21,7.1,7,True,False,
122,29,2024-04-25,7.0,7,True,False,
123,29,2024-05-22,6.0,7,True,False,
124,29,2024-06-20,5.9,7,True,False,
125,29,2024-07-24,7.0,5,True,False,
126,29,2024-09-20,6.9,7,False,False,
127,29,2024-10-15,6.0,5,True,False,
128,29,2024-11-18,6.2,6,True,False,
129,29,2024-12-21,6.9,7,True,True,
130,29,2025-01-19,5.9,5,True,False,
131,30,2024-04-22,12.0,5,True,False,
132,30,2024-05-24,11.6,6,True,False,
133,30,2024-06-27,10.9,5,False,False,
134,30,2024-08-01,11.6,5,True,False,
135,30,2024-09-01,10.8,5,False,False,
136,30,2024-09-28,11.2,5,True,False,
137,30,2024-10-31,11.2,6,False,False,
138,30,2024-12-02,11.6,5,True,False,
139,30,2024-12-31,11.4,5,True,False,
140,30,2025-01-28,11.3,6,True,True,
141,31,2023-08-20,9.1,7,True,True,
142,31,2023-09-16,10.0,5,True,False,
143,31,2023-10-19,10.4,6,True,False,
144,31,2023-11-17,9.6,5,True,False,
145,32,2023-05-07,10.9,9,True,False,
146,33,2022-11-04,10.3,3,True,False,
147,33,2023-01-04,10.7,5,True,False,
148,34,2023-06-25,10.6,10,True,False,
149,34,2023-07-28,10.0,9,True,False,
150,34,2023-08-30,11.3,9,True,False,
151,34,2023-10-02,10.4,8,True,False,
152,34,2023-11-05,10.3,9,True,False,
153,34,2023-12-07,10.7,10,True,False,
154,34,2024-01-07,10.4,9,True,False,
155,34,2024-02-08,10.5,8,True,False,
156,34,2024-03-08,10.8,9,True,False,
157,34,2024-04-11,10.9,8,True,False,
158,34,2024-05-16,10.8,10,True,False,
159,34,2024-06-14,11.0,8,True,False,
160,34,2024-07-16,10.8,9,True,False,
161,34,2024-08-14,10.3,8,False,False,
162,34,2024-09-13,10.5,9,True,False,
163,34,2024-10-14,11.1,9,True,False,
164,34,2024-11-15,10.5,8,True,False,
165,34,2024-12-15,10.0,10,True,False,
166,34,2025-01-16,11.0,10,True,False,
167,35,2023-10-26,7.1,4,True,False,
168,36,2023-11-17,14.5,5,True,False,
169,36,2023-12-17,14.7,6,True,False,
170,37,2023-02-16,15.4,7,True,False,
171,37,2023-03-20,15.4,7,True,False,
172,38,2024-06-07,9.5,7,True,False,
173,38,2024-07-05,10.2,9,True,False,
174,38,2024-08-04,9.9,9,True,False,
175,38,2024-09-08,10.1,7,True,False,
176,38,2024-10-12,10.4,8,True,False,
177,38,2024-11-09,9.9,8,True,False,
178,38,2024-12-11,10.2,7,True,False,
179,38,2025-01-11,9.7,9,True,False,
180,39,2023-03-20,5.3,5,True,False,
181,39,2023-04-16,5.2,5,True,False,
182,39,2023-06-15,6.4,5,True,False,
183,39,2023-07-15,5.4,6,True,False,
184,39,2023-08-16,6.6,5,True,False,
185,39,2023-09-14,4.9,4,True,False,
186,39,2023-12-18,6.1,4,True,False,
187,39,2024-01-16,5.6,6,True,False,
188,39,2024-02-14,6.3,4,True,False,
189,39,2024-03-12,5.4,6,True,False,
190,39,2024-04-13,6.0,5,True,False,
191,39,2024-05-10,4.6,4,False,False,
192,39,2024-06-07,5.3,4,True,False,
193,39,2024-07-10,6.5,5,True,False,
194,39,2024-08-06,5.9,6,True,False,
195,39,2024-09-06,5.5,5,True,True,
196,39,2024-10-10,5.3,4,True,False,
197,39,2024-11-08,4.9,6,True,False,
198,39,2025-01-13,5.9,4,True,False,
199,40,2023-12-02,16.0,10,True,False,
200,40,2023-12-29,17.2,8,True,False,
201,40,2024-01-28,16.6,9,True,False,
202,41,2023-02-26,12.8,6,True,False,
203,41,2023-03-31,13.0,6,True,True,
204,42,2022-12-30,17.5,10,False,False,
205,42,2023-02-03,17.4,8,True,False,
206,42,2023-03-05,16.9,9,True,False,
207,42,2023-04-09,16.8,8,False,False,
208,42,2023-05-09,17.0,10,True,False,
209,42,2023-06-08,18.2,9,True,False,
210,42,2023-07-12,17.4,9,True,False,
211,42,2023-08-10,17.2,10,True,False,
212,42,2023-09-07,16.4,8,True,True,
213,42,2023-10-05,16.9,8,True,False,
214,42,2023-11-09,17.9,8,True,False,
215,42,2023-12-06,16.5,8,True,False,
216,42,2024-01-01,18.2,10,True,False,
217,42,2024-01-28,17.2,10,True,False,
218,42,2024-02-26,17.5,8,True,False,
219,42,2024-03-26,16.8,9,True,False,
220,42,2024-04-25,17.1,8,True,False,
221,42,2024-05-30,17.2,9,True,False,
222,42,2024-07-28,17.6,9,True,False,
223,42,2024-08-25,18.4,8,True,False,
224,42,2024-09-20,16.7,10,True,False,
225,42,2024-10-19,18.1,10,True,False,
226,42,2024-11-18,16.8,9,False,False,
227,42,2024-12-14,17.8,10,True,False,
228,42,2025-01-10,17.6,9,True,False,
229,43,2022-12-02,14.1,9,True,True,
230,43,2023-01-03,13.7,9,True,False,
231,43,2023-02-03,14.6,7,True,False,
232,43,2023-03-08,13.8,8,True,False,
233,43,2023-05-09,13.6,9,True,False,
234,43,2023-06-06,13.6,9,True,False,
235,43,2023-07-09,13.0,7,True,False,
236,43,2023-08-11,14.1,9,True,False,
237,43,2023-09-15,14.4,9,True,False,
238,43,2023-10-19,13.6,8,True,False,
239,43,2023-11-14,13.4,8,True,False,
240,43,2023-12-19,13.4,7,True,False,
241,43,2024-02-14,14.0,7,True,False,
242,43,2024-03-14,13.2,8,True,False,
243,43,2024-04-15,14.1,9,True,True,
244,43,2024-05-11,13.7,9,True,False,
245,43,2024-06-06,13.6,7,True,False,
246,43,2024-07-05,13.7,8,True,False,
247,43,2024-07-31,13.2,8,True,False,
248,43,2024-09-02,14.3,7,True,False,
249,43,2024-09-29,14.4,9,True,False,
250,43,2024-11-03,13.9,7,True,False,
251,43,2024-12-05,15.0,7,True,False,
252,43,2024-12-30,13.3,7,True,False,
253,44,2023-02-27,7.9,5,True,False,
254,44,2023-06-02,7.0,3,True,False,
255,44,2023-07-04,7.7,4,True,False,
256,44,2023-08-04,7.6,5,True,False,
257,44,2023-09-06,7.5,3,True,False,
258,44,2023-10-07,7.9,4,True,False,
259,44,2023-12-01,7.4,5,True,False,
260,44,2023-12-29,7.4,3,True,False,
261,44,2024-02-22,7.9,4,True,False,
262,44,2024-04-19,7.8,5,True,True,
263,44,2024-05-24,7.3,4,True,False,
264,44,2024-06-19,7.5,5,True,False,
265,44,2024-07-14,7.5,5,False,False,
266,44,2024-08-15,8.3,4,True,False,
267,44,2024-10-12,8.0,5,False,False,
268,44,2024-11-14,7.5,3,True,False,
269,44,2024-12-19,8.8,3,True,False,
270,44,2025-01-17,7.9,4,True,False,
271,45,2023-10-02,8.4,8,True,False,
272,45,2023-10-29,9.0,7,True,False,
273,45,2023-11-27,9.2,6,True,False,
274,45,2023-12-23,8.3,6,True,False,
275,45,2024-01-21,9.2,8,True,False,
276,45,2024-02-18,8.9,7,True,False,
277,45,2024-03-17,9.3,8,False,False,
278,45,2024-04-19,7.3,6,True,False,
279,45,2024-05-22,8.2,8,True,False,
280,45,2024-06-24,9.0,8,True,False,
281,45,2024-07-19,8.4,7,True,False,
282,45,2024-08-18,9.1,8,True,False,
283,45,2024-10-12,8.4,6,True,False,
284,45,2024-11-11,8.8,6,True,False,
285,45,2024-12-06,8.1,7,True,False,
286,45,2024-12-31,8.9,8,True,False,
287,45,2025-01-28,8.8,8,True,False,
288,46,2024-03-23,7.8,6,True,False,
289,46,2024-04-18,6.3,5,True,False,
290,47,2023-12-01,4.4,3,True,False,
291,47,2023-12-31,5.7,5,True,False,
292,47,2024-02-01,4.9,4,True,False,
293,47,2024-03-07,6.2,4,True,False,
294,47,2024-04-06,4.5,3,True,False,
295,47,2024-05-31,4.9,4,True,False,
296,47,2024-07-04,4.4,5,True,True,
297,47,2024-07-29,5.3,4,True,False,
298,47,2024-08-25,4.4,4,True,False,
299,47,2024-09-22,4.1,4,True,False,
300,47,2024-10-18,4.0,5,True,False,
301,47,2024-11-12,5.3,5,False,True,
302,47,2024-12-15,4.8,4,True,False,
303,47,2025-01-13,6.0,3,True,False,
304,48,2022-12-01,12.5,6,True,False,
305,48,2022-12-28,13.1,7,True,False,
306,48,2023-01-27,14.1,8,True,False,
307,48,2023-03-02,14.0,7,True,True,
308,48,2023-04-05,12.8,6,True,False,
309,48,2023-05-08,13.0,6,True,False,
310,48,2023-06-10,13.2,6,True,False,
311,48,2023-07-05,13.9,6,True,False,
312,48,2023-08-08,13.3,6,True,False,
313,48,2023-09-07,14.3,6,True,False,
314,48,2023-10-03,13.1,6,True,True,
315,48,2023-10-28,13.2,6,True,False,
316,48,2023-11-23,13.4,7,True,False,
317,48,2024-01-24,12.3,7,True,False,
318,48,2024-02-24,13.3,7,True,False,
319,48,2024-03-22,12.7,7,True,False,
320,48,2024-04-25,12.8,6,True,False,
321,48,2024-05-30,13.1,8,True,False,
322,48,2024-07-02,13.3,7,True,False,
323,48,2024-08-01,13.8,6,True,True,
324,48,2024-08-29,12.8,8,True,False,
325,48,2024-09-25,12.8,8,True,True,
326,48,2024-10-29,13.6,6,True,True,
327,48,2024-11-23,13.4,7,True,False,
328,48,2024-12-20,13.1,8,True,False,
329,48,2025-01-16,12.9,8,True,False,
330,49,2023-08-26,8.2,5,True,False,
331,49,2023-09-21,7.3,5,True,False,
332,49,2023-10-19,7.3,4,True,False,
333,49,2023-12-19,8.2,3,True,False,
334,50,2023-03-11,9.2,6,True,False,
335,50,2023-04-14,7.6,7,True,False,
336,50,2023-05-09,8.5,8,True,False,
337,50,2023-06-13,9.3,7,True,False,
338,50,2023-07-16,9.1,6,True,False,
339,50,2023-08-14,8.8,6,True,False,
340,50,2023-09-08,7.7,7,True,True,
341,50,2023-10-03,8.0,8,True,False,
342,50,2023-11-03,8.7,6,True,False,
343,50,2023-11-28,8.5,7,True,False,
344,50,2024-01-02,8.1,6,True,False,
345,50,2024-01-30,8.9,7,True,False,
346,50,2024-02-24,8.4,7,True,False,
347,50,2024-03-24,9.7,8,True,False,
348,50,2024-04-23,9.3,8,True,False,
349,50,2024-05-21,8.6,8,True,False,
350,50,2024-07-24,8.7,7,True,False,
351,50,2024-08-22,9.4,8,True,False,
352,50,2024-09-22,9.9,6,True,False,
353,50,2024-10-24,8.2,7,True,False,
354,50,2024-11-22,8.5,7,True,False,
355,50,2024-12-26,9.3,8,True,False,
356,50,2025-01-30,8.5,6,True,False,
357,51,2024-04-22,13.9,4,True,True,
358,51,2024-05-18,14.3,2,True,False,
359,51,2024-06-18,14.3,2,True,False,
360,51,2024-07-18,13.5,2,True,False,
361,51,2024-09-12,14.2,4,True,False,
362,51,2024-10-14,14.0,2,True,False,
363,51,2024-11-14,13.3,4,True,False,
364,51,2024-12-12,15.2,2,True,False,
365,51,2025-01-11,14.4,2,True,False,
366,52,2024-04-13,18.3,6,True,False,
367,52,2024-06-10,18.6,8,True,False,
368,52,2024-08-13,18.6,7,True,False,
369,52,2024-09-16,18.4,6,True,False,
370,52,2024-10-18,18.7,6,True,False,
371,52,2025-01-11,18.5,7,True,False,
372,53,2022-11-02,11.2,4,True,False,
373,53,2023-02-28,10.7,6,True,False,
374,53,2023-04-03,10.9,5,True,False,
375,53,2023-05-29,11.1,5,True,False,
376,53,2023-07-03,11.7,4,True,False,
377,53,2023-10-31,11.3,6,True,False,
378,53,2023-12-29,10.7,5,True,True,
379,53,2024-01-28,10.1,6,True,False,
380,53,2024-02-26,11.1,6,True,False,
381,53,2024-04-01,10.8,4,True,False,
382,53,2024-04-30,10.4,6,True,False,
383,53,2024-05-25,10.9,4,True,False,
384,53,2024-08-26,10.8,6,True,False,
385,53,2024-09-30,10.4,6,False,False,
386,53,2024-10-30,11.8,6,True,False,
387,54,2023-09-16,12.5,6,True,False,
388,54,2023-10-19,12.1,7,True,False,
389,54,2023-11-19,13.5,7,True,False,
390,55,2023-08-03,10.8,8,True,False,
391,55,2023-10-02,9.9,7,False,False,
392,56,2023-01-19,15.8,5,True,False,
393,56,2023-02-20,15.7,6,True,False,
394,56,2023-03-20,15.4,6,True,False,
395,56,2023-04-22,15.7,5,True,False,
396,56,2023-05-22,15.5,7,True,False,
397,56,2023-06-23,16.7,7,True,False,
398,56,2023-07-19,16.6,7,True,False,
399,56,2023-08-18,15.3,6,True,False,
400,56,2023-09-20,15.5,7,True,False,
401,56,2023-10-18,16.6,6,True,False,
402,56,2023-11-22,15.2,7,True,False,
403,56,2023-12-26,16.9,6,True,False,
404,56,2024-01-28,15.9,5,True,True,
405,56,2024-02-22,17.2,5,True,False,
406,56,2024-03-21,15.3,5,True,False,
407,56,2024-04-22,15.5,6,True,False,
408,56,2024-05-22,15.4,6,True,False,
409,56,2024-06-17,16.6,6,False,True,
410,56,2024-07-20,15.7,7,True,False,
411,56,2024-08-22,16.1,6,True,False,
412,56,2024-09-22,15.1,5,True,False,
413,56,2024-10-20,16.3,6,True,False,
414,56,2024-11-18,15.0,5,True,False,
415,56,2024-12-21,16.0,6,True,False,
416,56,2025-01-20,17.0,7,True,False,
417,57,2023-10-02,12.5,4,True,False,
418,57,2023-11-03,11.6,3,True,False,
419,57,2023-12-01,12.4,5,True,False,
420,57,2024-01-04,12.5,4,True,False,
421,57,2024-02-06,12.4,4,True,False,
422,57,2024-03-06,12.0,3,True,False,
423,57,2024-04-30,12.0,4,True,False,
424,57,2024-06-04,13.0,4,True,False,
425,57,2024-06-29,11.5,3,True,False,
426,57,2024-07-26,11.9,4,True,False,
427,57,2024-08-26,12.7,4,True,False,
428,57,2024-09-21,12.4,4,True,False,
429,57,2024-10-16,13.4,4,True,False,
430,57,2024-11-20,12.8,4,True,False,
431,58,2024-05-07,7.6,10,True,False,
432,58,2024-06-08,7.0,10,True,True,
433,58,2024-07-04,7.0,10,True,False,
434,59,2023-03-20,6.1,5,True,False,
435,59,2023-04-21,7.1,5,True,True,
436,59,2023-05-24,7.3,7,True,False,
437,59,2023-07-21,7.6,7,True,False,
438,59,2023-09-19,7.3,6,True,True,
439,59,2023-10-19,7.1,7,True,False,
440,59,2023-12-27,6.7,7,True,False,
441,59,2024-01-22,7.2,7,True,False,
442,59,2024-03-23,6.5,5,True,False,
443,59,2024-04-22,6.4,5,True,False,
444,59,2024-05-20,7.6,7,True,True,
445,59,2024-06-21,7.5,5,True,False,
446,59,2024-07-26,7.7,6,True,False,
447,59,2024-09-20,6.7,6,True,False,
448,59,2024-10-17,7.0,6,True,True,
449,59,2024-11-11,7.2,6,True,False,
450,59,2025-01-14,6.7,7,True,True,
451,60,2024-08-16,8.5,6,True,False,
452,60,2024-09-10,7.4,6,True,False,
453,60,2024-10-12,8.0,7,True,False,
454,60,2024-11-07,8.1,5,True,False,
455,60,2024-12-02,7.4,6,True,False,
456,60,2024-12-28,8.4,6,True,False,
457,61,2023-01-08,11.1,9,True,False,
458,61,2023-02-02,11.2,8,True,False,
459,61,2023-03-09,11.7,9,False,False,
460,61,2023-04-04,11.7,7,True,False,
461,61,2023-05-02,10.8,8,True,False,
462,61,2023-07-06,10.7,8,True,False,
463,61,2023-08-10,10.9,7,True,False,
464,61,2023-09-08,11.5,7,True,False,
465,61,2023-10-09,11.3,7,True,False,
466,61,2023-11-12,11.2,9,True,False,
467,61,2024-01-14,10.6,8,True,False,
468,61,2024-02-14,11.2,9,True,False,
469,61,2024-04-13,10.3,8,True,False,
470,61,2024-05-13,10.8,9,True,False,
471,61,2024-06-17,11.6,8,True,False,
472,61,2024-07-21,11.3,8,True,False,
473,61,2024-08-15,11.4,8,True,False,
474,61,2024-09-13,11.4,7,True,False,
475,61,2024-10-10,10.6,9,True,False,
476,61,2024-12-04,10.4,7,True,False,
477,61,2025-01-06,11.5,9,True,False,
478,62,2023-01-21,11.6,3,True,False,
479,62,2023-02-22,13.1,5,True,False,
480,62,2023-03-26,11.8,3,True,False,
481,62,2023-04-27,12.2,4,True,True,
482,62,2023-05-22,12.5,5,True,False,
483,62,2023-06-22,13.4,5,True,False,
484,62,2023-07-20,12.3,5,True,False,
485,62,2023-09-14,12.9,4,True,False,
486,62,2023-10-18,12.1,3,True,False,
487,62,2023-11-15,13.7,3,True,False,
488,62,2023-12-15,12.0,5,False,False,
489,62,2024-01-15,12.8,4,True,False,
490,62,2024-02-16,12.1,3,True,False,
491,62,2024-03-16,12.3,3,True,False,
492,62,2024-05-16,11.9,5,True,False,
493,62,2024-06-20,11.6,5,True,False,
494,62,2024-07-20,12.5,4,True,False,
495,62,2024-08-22,12.0,5,True,False,
496,62,2024-09-16,12.4,3,True,False,
497,62,2024-10-20,12.2,4,True,False,
498,62,2024-11-22,12.3,4,True,True,
499,62,2025-01-31,12.2,3,True,False,
500,63,2024-01-21,10.0,9,True,False,
501,63,2024-02-22,10.5,10,True,False,
502,64,2023-07-31,12.4,6,True,False,
503,64,2023-08-27,12.1,6,True,True,
504,64,2023-09-24,11.7,7,True,False,
505,64,2023-10-27,11.8,6,False,False,
506,65,2022-12-15,8.5,5,True,False,
507,65,2023-01-11,8.3,6,True,False,
508,65,2023-02-14,7.8,5,True,False,
509,65,2023-03-14,8.2,5,True,True,
510,65,2023-04-18,8.3,5,True,True,
511,65,2023-05-14,7.8,6,True,False,
512,65,2023-06-18,8.6,5,True,False,
513,65,2023-07-22,9.3,7,True,False,
514,65,2023-08-18,9.5,6,True,False,
515,65,2023-09-22,9.2,5,True,False,
516,65,2023-10-24,8.6,5,True,False,
517,65,2023-11-19,9.2,6,True,False,
518,65,2024-01-18,8.5,5,True,False,
519,65,2024-02-14,7.9,6,True,False,
520,65,2024-03-17,8.5,7,True,False,
521,65,2024-04-14,9.1,5,True,False,
522,65,2024-05-14,8.2,5,True,True,
523,65,2024-06-09,8.4,7,True,False,
524,65,2024-07-12,7.1,5,False,False,
525,65,2024-08-10,8.9,6,True,False,
526,65,2024-09-05,9.8,6,True,False,
527,65,2024-10-08,8.9,5,True,False,
528,65,2024-11-06,9.0,7,True,False,
529,65,2024-12-04,8.1,5,True,False,
530,65,2025-01-05,8.8,6,True,False,
531,65,2025-01-31,7.7,7,True,False,
532,66,2024-03-27,11.5,2,True,False,
533,66,2024-06-01,12.4,4,True,False,
534,66,2024-07-01,11.0,3,True,False,
535,67,2024-01-17,16.1,4,True,True,
536,67,2024-03-23,16.4,6,True,False,
537,67,2024-05-29,16.5,4,True,False,
538,67,2024-08-22,16.3,5,False,False,
539,67,2024-10-29,16.8,6,True,False,
540,67,2024-12-02,17.2,4,False,False,
541,68,2022-09-12,6.0,6,True,False,
542,68,2022-10-12,6.1,7,True,True,
543,68,2022-11-16,6.3,6,False,False,
544,68,2022-12-21,6.2,8,True,False,
545,68,2023-01-17,6.1,7,True,False,
546,68,2023-02-18,6.1,8,True,False,
547,68,2023-03-16,7.4,6,True,False,
548,68,2023-04-15,6.2,6,True,False,
549,68,2023-05-14,6.3,8,False,False,
550,68,2023-06-09,6.3,6,True,False,
551,68,2023-07-13,6.6,6,True,False,
552,68,2023-08-13,6.6,8,True,False,
553,68,2023-09-13,6.1,8,True,False,
554,68,2023-10-13,6.1,6,False,False,
555,68,2023-11-11,6.9,6,True,False,
556,68,2023-12-15,6.4,8,True,False,
557,68,2024-01-11,6.6,8,True,False,
558,68,2024-02-14,5.7,7,False,False,
559,68,2024-03-15,5.5,8,True,False,
560,68,2024-04-11,6.9,8,True,False,
561,68,2024-05-10,6.8,7,True,False,
562,68,2024-06-11,5.6,6,False,False,
563,68,2024-07-06,6.4,8,True,False,
564,68,2024-08-07,5.7,8,False,False,
565,68,2024-09-09,5.8,8,True,False,
566,68,2024-10-08,5.9,8,True,False,
567,68,2024-11-06,5.8,8,True,True,
568,68,2024-12-01,6.5,8,True,True,
569,68,2025-01-31,6.7,7,False,False,
570,69,2023-04-17,10.3,7,True,False,
571,69,2023-05-16,10.6,6,True,False,
572,69,2023-06-14,10.0,8,True,False,
573,69,2023-08-10,10.5,6,True,False,
574,69,2023-09-10,10.2,6,True,False,
575,69,2023-10-09,9.4,6,True,False,
576,69,2023-11-13,10.3,6,True,False,
577,69,2023-12-15,9.7,6,True,False,
578,69,2024-01-13,9.2,8,True,False,
579,69,2024-02-16,9.4,6,True,False,
580,69,2024-03-19,10.3,8,True,False,
581,69,2024-04-21,9.6,7,True,False,
582,69,2024-05-22,10.9,8,True,False,
583,69,2024-06-16,10.2,8,True,False,
584,69,2024-07-20,10.0,7,True,False,
585,69,2024-08-21,8.9,7,True,False,
586,69,2024-09-18,10.1,6,True,False,
587,69,2024-10-21,9.7,6,True,False,
588,69,2024-11-23,9.3,7,True,False,
589,69,2024-12-28,10.0,6,True,False,
590,69,2025-01-26,9.9,7,True,False,
591,70,2024-05-15,15.5,8,True,False,
592,70,2024-06-09,14.9,7,True,False,
593,71,2023-03-05,11.6,6,True,False,
594,71,2023-04-03,12.6,5,True,False,
595,71,2023-05-05,11.0,4,True,False,
596,71,2023-08-06,11.5,6,True,False,
597,71,2023-09-30,11.9,4,True,False,
598,71,2023-10-31,11.7,4,True,False,
599,71,2023-12-02,11.3,5,True,False,
600,71,2023-12-27,12.9,4,True,False,
601,71,2024-01-24,11.5,6,True,False,
602,71,2024-02-18,11.8,6,True,True,
603,71,2024-03-15,10.9,5,True,False,
604,71,2024-04-09,11.5,6,True,False,
605,71,2024-05-08,11.9,6,False,False,
606,71,2024-06-06,11.9,4,True,False,
607,71,2024-08-06,11.0,4,True,False,
608,71,2024-09-02,11.9,4,True,False,
609,71,2024-10-31,12.2,4,True,False,
610,71,2024-12-01,12.0,5,True,True,
611,71,2024-12-28,12.4,6,True,False,
612,72,2023-08-02,9.2,7,True,False,
613,72,2023-08-29,7.7,5,True,False,
614,72,2023-09-23,8.9,7,False,True,
615,72,2023-10-21,7.8,5,True,False,
616,73,2023-09-23,8.6,4,True,False,
617,73,2023-10-26,8.9,5,True,False,
618,73,2023-11-21,8.7,4,True,False,
619,73,2023-12-16,9.2,5,True,False,
620,73,2024-01-17,9.3,3,True,False,
621,73,2024-02-13,8.2,5,True,False,
622,73,2024-03-13,9.2,3,True,False,
623,73,2024-04-13,9.2,4,True,False,
624,73,2024-05-08,9.2,3,True,False,
625,73,2024-06-09,8.9,3,True,False,
626,73,2024-07-11,9.3,5,True,False,
627,73,2024-08-09,8.2,3,True,False,
628,73,2024-09-06,8.2,4,True,True,
629,73,2024-10-01,8.7,5,True,False,
630,73,2024-10-26,8.8,5,True,True,
631,73,2024-11-26,8.5,3,True,False,
632,73,2024-12-30,9.0,4,True,False,
