operations_id,operation_date,menu_layout_version,yelp_underlying_rating,yelp_displayed_rating,notes
361,2023-05-27,,4.362,4.5,
362,2023-05-28,,4.362,4.5,
363,2023-05-29,,4.372,4.5,
364,2023-05-30,,4.374,4.5,
365,2023-05-31,,4.385,4.5,
366,2023-06-01,,4.367,4.5,
367,2023-06-02,,4.373,4.5,
368,2023-06-03,,4.366,4.5,
369,2023-06-04,,4.371,4.5,
370,2023-06-05,,4.384,4.5,
371,2023-06-06,,4.373,4.5,
372,2023-06-07,,4.374,4.5,
373,2023-06-08,,4.373,4.5,
374,2023-06-09,,4.358,4.5,
375,2023-06-10,,4.37,4.5,
376,2023-06-11,,4.377,4.5,
377,2023-06-12,,4.374,4.5,
378,2023-06-13,,4.372,4.5,
379,2023-06-14,,4.374,4.5,
380,2023-06-15,,4.372,4.5,
381,2023-06-16,,4.354,4.5,
382,2023-06-17,,4.379,4.5,
383,2023-06-18,,4.393,4.5,
384,2023-06-19,,4.373,4.5,
385,2023-06-20,,4.387,4.5,
386,2023-06-21,,4.367,4.5,
387,2023-06-22,,4.38,4.5,
388,2023-06-23,,4.376,4.5,
389,2023-06-24,,4.359,4.5,
390,2023-06-25,,4.367,4.5,
391,2023-06-26,,4.383,4.5,
392,2023-06-27,,4.379,4.5,
393,2023-06-28,,4.373,4.5,
394,2023-06-29,,4.389,4.5,
395,2023-06-30,,4.372,4.5,
396,2023-07-01,,4.368,4.5,
397,2023-07-02,,4.374,4.5,
398,2023-07-03,,4.379,4.5,
399,2023-07-04,,4.382,4.5,
400,2023-07-05,,4.394,4.5,
401,2023-07-06,,4.372,4.5,
402,2023-07-07,,4.392,4.5,
403,2023-07-08,,4.381,4.5,
404,2023-07-09,,4.382,4.5,
405,2023-07-10,,4.392,4.5,
406,2023-07-11,,4.401,4.5,
407,2023-07-12,,4.39,4.5,
408,2023-07-13,,4.389,4.5,
409,2023-07-14,,4.382,4.5,
410,2023-07-15,,4.384,4.5,
411,2023-07-16,,4.39,4.5,
412,2023-07-17,,4.384,4.5,
413,2023-07-18,,4.392,4.5,
414,2023-07-19,,4.4,4.5,
415,2023-07-20,,4.387,4.5,
416,2023-07-21,,4.389,4.5,
417,2023-07-22,,4.387,4.5,
418,2023-07-23,,4.398,4.5,
419,2023-07-24,,4.402,4.5,
420,2023-07-25,,4.378,4.5,
421,2023-07-26,,4.399,4.5,
422,2023-07-27,,4.396,4.5,
423,2023-07-28,,4.412,4.5,
424,2023-07-29,,4.403,4.5,
425,2023-07-30,,4.398,4.5,
426,2023-07-31,,4.388,4.5,
427,2023-08-01,,4.397,4.5,
428,2023-08-02,,4.402,4.5,
429,2023-08-03,,4.414,4.5,
430,2023-08-04,,4.4,4.5,
431,2023-08-05,,4.405,4.5,
432,2023-08-06,,4.396,4.5,
433,2023-08-07,,4.413,4.5,
434,2023-08-08,,4.401,4.5,
435,2023-08-09,,4.396,4.5,
436,2023-08-10,,4.408,4.5,
437,2023-08-11,,4.407,4.5,
438,2023-08-12,,4.393,4.5,
439,2023-08-13,,4.398,4.5,
440,2023-08-14,,4.396,4.5,
441,2023-08-15,,4.398,4.5,
442,2023-08-16,,4.395,4.5,
443,2023-08-17,,4.405,4.5,
444,2023-08-18,,4.403,4.5,
445,2023-08-19,,4.404,4.5,
446,2023-08-20,,4.409,4.5,
447,2023-08-21,,4.412,4.5,
448,2023-08-22,,4.414,4.5,
449,2023-08-23,,4.405,4.5,
450,2023-08-24,,4.402,4.5,
451,2023-08-25,,4.417,4.5,
452,2023-08-26,,4.4,4.5,
453,2023-08-27,,4.409,4.5,
454,2023-08-28,,4.405,4.5,
455,2023-08-29,,4.421,4.5,
456,2023-08-30,,4.413,4.5,
457,2023-08-31,,4.423,4.5,
458,2023-09-01,,4.419,4.5,
459,2023-09-02,,4.389,4.5,
460,2023-09-03,,4.418,4.5,
461,2023-09-04,,4.415,4.5,
462,2023-09-05,,4.402,4.5,
463,2023-09-06,,4.395,4.5,
464,2023-09-07,,4.407,4.5,
465,2023-09-08,,4.42,4.5,
466,2023-09-09,,4.412,4.5,
467,2023-09-10,,4.409,4.5,
468,2023-09-11,,4.434,4.5,
469,2023-09-12,,4.418,4.5,
470,2023-09-13,,4.415,4.5,
471,2023-09-14,,4.395,4.5,
472,2023-09-15,,4.421,4.5,
473,2023-09-16,,4.433,4.5,
474,2023-09-17,,4.441,4.5,
475,2023-09-18,,4.411,4.5,
476,2023-09-19,,4.42,4.5,
477,2023-09-20,,4.434,4.5,
478,2023-09-21,,4.426,4.5,
479,2023-09-22,,4.423,4.5,
480,2023-09-23,,4.449,4.5,
481,2023-09-24,,4.408,4.5,
482,2023-09-25,,4.423,4.5,
483,2023-09-26,,4.424,4.5,
484,2023-09-27,,4.408,4.5,
485,2023-09-28,,4.44,4.5,
486,2023-09-29,,4.412,4.5,
487,2023-09-30,,4.427,4.5,
488,2023-10-01,,4.421,4.5,
489,2023-10-02,,4.415,4.5,
490,2023-10-03,,4.421,4.5,
491,2023-10-04,,4.426,4.5,
492,2023-10-05,,4.453,4.5,
493,2023-10-06,,4.42,4.5,
494,2023-10-07,,4.432,4.5,
495,2023-10-08,,4.415,4.5,
496,2023-10-09,,4.426,4.5,
497,2023-10-10,,4.421,4.5,
498,2023-10-11,,4.418,4.5,
499,2023-10-12,,4.443,4.5,
500,2023-10-13,,4.438,4.5,
501,2023-10-14,,4.418,4.5,
502,2023-10-15,,4.419,4.5,
503,2023-10-16,,4.407,4.5,
504,2023-10-17,,4.438,4.5,
505,2023-10-18,,4.445,4.5,
506,2023-10-19,,4.421,4.5,
507,2023-10-20,,4.426,4.5,
508,2023-10-21,,4.443,4.5,
509,2023-10-22,,4.446,4.5,
510,2023-10-23,,4.444,4.5,
511,2023-10-24,,4.424,4.5,
512,2023-10-25,,4.428,4.5,
513,2023-10-26,,4.426,4.5,
514,2023-10-27,,4.422,4.5,
515,2023-10-28,,4.429,4.5,
516,2023-10-29,,4.457,4.5,
517,2023-10-30,,4.438,4.5,
518,2023-10-31,,4.438,4.5,
519,2023-11-01,,4.443,4.5,
520,2023-11-02,,4.435,4.5,
521,2023-11-03,,4.453,4.5,
522,2023-11-04,,4.453,4.5,
523,2023-11-05,,4.436,4.5,
524,2023-11-06,,4.442,4.5,
525,2023-11-07,,4.435,4.5,
526,2023-11-08,,4.456,4.5,
527,2023-11-09,,4.443,4.5,
528,2023-11-10,,4.447,4.5,
529,2023-11-11,,4.444,4.5,
530,2023-11-12,,4.436,4.5,
531,2023-11-13,,4.446,4.5,
532,2023-11-14,,4.454,4.5,
533,2023-11-15,,4.447,4.5,
534,2023-11-16,,4.46,4.5,
535,2023-11-17,,4.445,4.5,
536,2023-11-18,,4.463,4.5,
537,2023-11-19,,4.427,4.5,
538,2023-11-20,,4.445,4.5,
539,2023-11-21,,4.435,4.5,
540,2023-11-22,,4.447,4.5,
541,2023-11-23,,4.433,4.5,
542,2023-11-24,,4.444,4.5,
543,2023-11-25,,4.463,4.5,
544,2023-11-26,,4.465,4.5,
545,2023-11-27,,4.459,4.5,
546,2023-11-28,,4.459,4.5,
547,2023-11-29,,4.43,4.5,
548,2023-11-30,,4.419,4.5,
549,2023-12-01,,4.444,4.5,
550,2023-12-02,,4.453,4.5,
551,2023-12-03,,4.448,4.5,
552,2023-12-04,,4.448,4.5,
553,2023-12-05,,4.459,4.5,
554,2023-12-06,,4.45,4.5,
555,2023-12-07,,4.463,4.5,
556,2023-12-08,,4.455,4.5,
557,2023-12-09,,4.449,4.5,
558,2023-12-10,,4.465,4.5,
559,2023-12-11,,4.466,4.5,
560,2023-12-12,,4.459,4.5,
561,2023-12-13,,4.45,4.5,
562,2023-12-14,,4.453,4.5,
563,2023-12-15,,4.455,4.5,
564,2023-12-16,,4.475,4.5,
565,2023-12-17,,4.462,4.5,
566,2023-12-18,,4.467,4.5,
567,2023-12-19,,4.44,4.5,
568,2023-12-20,,4.461,4.5,
569,2023-12-21,,4.457,4.5,
570,2023-12-22,,4.47,4.5,
571,2023-12-23,,4.459,4.5,
572,2023-12-24,,4.455,4.5,
573,2023-12-25,,4.454,4.5,
574,2023-12-26,,4.458,4.5,
575,2023-12-27,,4.46,4.5,
576,2023-12-28,,4.468,4.5,
577,2023-12-29,,4.471,4.5,
578,2023-12-30,,4.478,4.5,
579,2023-12-31,,4.478,4.5,
580,2024-01-01,B,4.458,4.5,
581,2024-01-02,A,4.469,4.5,
582,2024-01-03,A,4.464,4.5,
583,2024-01-04,A,4.478,4.5,
584,2024-01-05,B,4.443,4.5,
585,2024-01-06,B,4.479,4.5,
586,2024-01-07,A,4.465,4.5,
587,2024-01-08,A,4.461,4.5,
588,2024-01-09,B,4.471,4.5,
589,2024-01-10,A,4.464,4.5,
590,2024-01-11,B,4.472,4.5,
591,2024-01-12,A,4.462,4.5,
592,2024-01-13,B,4.464,4.5,
593,2024-01-14,B,4.458,4.5,
594,2024-01-15,A,4.478,4.5,
595,2024-01-16,B,4.489,4.5,
596,2024-01-17,B,4.477,4.5,
597,2024-01-18,A,4.465,4.5,
598,2024-01-19,B,4.487,4.5,
599,2024-01-20,A,4.472,4.5,
600,2024-01-21,A,4.489,4.5,
601,2024-01-22,B,4.483,4.5,
602,2024-01-23,B,4.492,4.5,
603,2024-01-24,B,4.482,4.5,
604,2024-01-25,A,4.475,4.5,
605,2024-01-26,B,4.483,4.5,
606,2024-01-27,A,4.479,4.5,
607,2024-01-28,A,4.502,4.5,
608,2024-01-29,B,4.481,4.5,
609,2024-01-30,A,4.502,4.5,
610,2024-01-31,A,4.464,4.5,
611,2024-02-01,A,4.483,4.5,
612,2024-02-02,B,4.486,4.5,
613,2024-02-03,B,4.5,4.5,
614,2024-02-04,B,4.471,4.5,
615,2024-02-05,B,4.485,4.5,
616,2024-02-06,B,4.473,4.5,
617,2024-02-07,A,4.486,4.5,
618,2024-02-08,B,4.491,4.5,
619,2024-02-09,B,4.463,4.5,
620,2024-02-10,A,4.488,4.5,
621,2024-02-11,B,4.471,4.5,
622,2024-02-12,A,4.494,4.5,
623,2024-02-13,B,4.484,4.5,
624,2024-02-14,B,4.467,4.5,
625,2024-02-15,A,4.479,4.5,
626,2024-02-16,A,4.48,4.5,
627,2024-02-17,B,4.479,4.5,
628,2024-02-18,B,4.482,4.5,
629,2024-02-19,A,4.48,4.5,
630,2024-02-20,A,4.471,4.5,
631,2024-02-21,A,4.488,4.5,
632,2024-02-22,A,4.485,4.5,
633,2024-02-23,B,4.509,4.5,
634,2024-02-24,A,4.481,4.5,
635,2024-02-25,A,4.507,4.5,
636,2024-02-26,A,4.498,4.5,
637,2024-02-27,A,4.481,4.5,
638,2024-02-28,A,4.493,4.5,
639,2024-02-29,A,4.505,4.5,
640,2024-03-01,B,4.492,4.5,
641,2024-03-02,A,4.491,4.5,
642,2024-03-03,B,4.486,4.5,
643,2024-03-04,A,4.508,4.5,
644,2024-03-05,B,4.513,4.5,
645,2024-03-06,A,4.503,4.5,
646,2024-03-07,B,4.504,4.5,
647,2024-03-08,B,4.494,4.5,
648,2024-03-09,A,4.477,4.5,
649,2024-03-10,A,4.492,4.5,
650,2024-03-11,B,4.519,4.5,
651,2024-03-12,B,4.518,4.5,
652,2024-03-13,A,4.482,4.5,
653,2024-03-14,B,4.496,4.5,
654,2024-03-15,B,4.508,4.5,
655,2024-03-16,A,4.493,4.5,
656,2024-03-17,B,4.516,4.5,
657,2024-03-18,B,4.501,4.5,
658,2024-03-19,A,4.494,4.5,
659,2024-03-20,B,4.486,4.5,
660,2024-03-21,A,4.497,4.5,
661,2024-03-22,B,4.513,4.5,
662,2024-03-23,A,4.5,4.5,
663,2024-03-24,A,4.511,4.5,
664,2024-03-25,A,4.515,4.5,
665,2024-03-26,B,4.507,4.5,
666,2024-03-27,A,4.505,4.5,
667,2024-03-28,A,4.524,4.5,
668,2024-03-29,A,4.499,4.5,
669,2024-03-30,A,4.509,4.5,
670,2024-03-31,B,4.525,4.5,
671,2024-04-01,A,4.499,4.5,
672,2024-04-02,A,4.507,4.5,
673,2024-04-03,B,4.519,4.5,
674,2024-04-04,B,4.517,4.5,
675,2024-04-05,B,4.515,4.5,
676,2024-04-06,B,4.498,4.5,
677,2024-04-07,B,4.511,4.5,
678,2024-04-08,B,4.515,4.5,
679,2024-04-09,A,4.512,4.5,
680,2024-04-10,B,4.504,4.5,
681,2024-04-11,A,4.525,4.5,
682,2024-04-12,A,4.513,4.5,
683,2024-04-13,A,4.516,4.5,
684,2024-04-14,B,4.518,4.5,
685,2024-04-15,A,4.511,4.5,
686,2024-04-16,B,4.52,4.5,
687,2024-04-17,B,4.499,4.5,
688,2024-04-18,B,4.515,4.5,
689,2024-04-19,A,4.53,4.5,
690,2024-04-20,B,4.516,4.5,
691,2024-04-21,A,4.508,4.5,
692,2024-04-22,B,4.519,4.5,
693,2024-04-23,B,4.512,4.5,
694,2024-04-24,B,4.525,4.5,
695,2024-04-25,B,4.503,4.5,
696,2024-04-26,A,4.516,4.5,
697,2024-04-27,A,4.515,4.5,
698,2024-04-28,A,4.519,4.5,
699,2024-04-29,B,4.527,4.5,
700,2024-04-30,B,4.531,4.5,
701,2024-05-01,B,4.54,4.5,
702,2024-05-02,B,4.536,4.5,
703,2024-05-03,B,4.527,4.5,
704,2024-05-04,A,4.519,4.5,
705,2024-05-05,B,4.504,4.5,
706,2024-05-06,B,4.53,4.5,
707,2024-05-07,B,4.525,4.5,
708,2024-05-08,B,4.524,4.5,
709,2024-05-09,B,4.511,4.5,
710,2024-05-10,B,4.537,4.5,
711,2024-05-11,A,4.527,4.5,
712,2024-05-12,A,4.514,4.5,
713,2024-05-13,A,4.527,4.5,
714,2024-05-14,A,4.537,4.5,
715,2024-05-15,A,4.509,4.5,
716,2024-05-16,A,4.539,4.5,
717,2024-05-17,A,4.534,4.5,
718,2024-05-18,B,4.528,4.5,
719,2024-05-19,B,4.52,4.5,
720,2024-05-20,A,4.544,4.5,
721,2024-05-21,B,4.532,4.5,
722,2024-05-22,A,4.525,4.5,
723,2024-05-23,A,4.523,4.5,
724,2024-05-24,B,4.535,4.5,
